,Present time,RT
0,3.4132972359657288e-06,3.0873671359731816
1,4.55114059150219e-06,1.5594511813833378
2,7.964437827467918e-06,1.3227904918021522
3,5.688867531716824e-06,1.1191139894071966
4,3.982218913733959e-06,0.5977266055415384
5,5.120004061609507e-06,0.5376951573416591
6,3.982218913733959e-06,1.1603106589755043
7,5.688867531716824e-06,0.36044867138843983
8,4.551082383841276e-06,0.48773816536413506
9,6.826652679592371e-06,0.33327739260857925
10,4.55114059150219e-06,0.6110454360605218
11,3.697775537148118e-05,0.45342562231235206
12,3.356445813551545e-05,0.38501898950198665
13,7.964437827467918e-06,0.4204169729491696
14,3.982277121394873e-06,1.1763260235311463
15,5.688925739377737e-06,1.507528677699156
16,9.671086445450783e-06,0.411300525884144
17,4.551082383841276e-06,0.4642003808985464
18,7.395516149699688e-06,0.4430524993222207
19,5.688925739377737e-06,0.5474049557233229
20,6.826652679592371e-06,1.1987374076270498
21,7.964437827467918e-06,1.1940196107607335
22,7.964437827467918e-06,0.3881825815187767
23,5.120004061609507e-06,0.9371872532647103
24,5.120004061609507e-06,1.4134514954057522
25,6.2577310018241405e-06,0.38664146105293185
26,7.3955743573606014e-06,0.41499716689577326
27,3.982218913733959e-06,0.3916613381006755
28,3.982218913733959e-06,0.4004836694803089
29,7.3955743573606014e-06,0.3745724798645824
30,3.982218913733959e-06,1.992835980199743
31,7.964437827467918e-06,1.1790731886867434
32,7.964496035128832e-06,0.5220905307796784
33,3.982218913733959e-06,0.9596839707228355
34,8.533359505236149e-06,0.7569825442042202
35,5.688867531716824e-06,3.7741561668226495
36,1.0240008123219013e-05,0.49606385664083064
37,6.257789209485054e-06,1.226577699999325
38,3.982218913733959e-06,0.7048797027091496
39,4.55114059150219e-06,1.666741949680727
40,7.395516149699688e-06,0.8813303128699772
41,3.2426672987639904e-05,0.5660184365115128
42,6.8267108872532845e-06,1.3765226315590553
43,1.1946656741201878e-05,0.953265764459502
44,7.964437827467918e-06,0.5247603270108812
45,7.964437827467918e-06,0.4462451047147624
46,3.982218913733959e-06,0.767667418345809
47,7.3955743573606014e-06,1.0033843209967017
48,4.551082383841276e-06,0.575823808205314
49,5.688867531716824e-06,0.5871191003243439
50,6.257789209485054e-06,0.48388849321054295
51,5.688867531716824e-06,0.3132911824504845
52,5.120004061609507e-06,1.5171394892968237
53,5.688925739377737e-06,0.9593261395930313
54,7.964437827467918e-06,0.49108323303516954
55,7.3955743573606014e-06,0.5612767463317141
56,2.3324450012296438e-05,0.6707964219385758
57,6.257789209485054e-06,0.4730033701052889
58,8.533359505236149e-06,0.3068109672749415
59,7.395516149699688e-06,0.7519296716200188
